iter	Logloss
134	0.2202804474
135	0.2198814321
136	0.2196994782
137	0.2194757898
138	0.2193013739
139	0.2190885916
140	0.2189097571
141	0.2187230078
142	0.2184286283
143	0.218166524
144	0.217918683
145	0.2177321086
146	0.2174924258
147	0.2173068889
148	0.2171508059
149	0.2169305143
150	0.2167165321
151	0.2164226868
152	0.2162449988
153	0.2160501878
154	0.2159058181
155	0.215725943
156	0.2155017108
157	0.2152952269
158	0.2151336414
159	0.214978234
160	0.2148205474
161	0.2145281221
162	0.214388221
163	0.2142610448
164	0.214017969
165	0.2138141409
166	0.2136148917
167	0.2133922753
168	0.2132505439
169	0.2131110847
170	0.2128181512
171	0.2126904858
172	0.2125587338
173	0.2124089434
174	0.2122403818
175	0.2120657116
176	0.2119170601
177	0.2117388026
178	0.2116221815
179	0.2113572405
180	0.2111645504
181	0.2109675215
182	0.2108599875
183	0.2107253163
184	0.2105937162
185	0.2104134757
186	0.2102394429
187	0.2100739258
188	0.2098811925
189	0.2096840514
190	0.2095742681
191	0.2093933643
192	0.2092936323
193	0.2091520193
194	0.2090294606
195	0.2087620843
196	0.2085897464
197	0.208473777
198	0.2083127382
199	0.2081942242
200	0.2080460692
201	0.2078812113
202	0.2077163066
203	0.2075444469
204	0.2073538179
205	0.2071501972
206	0.2070268472
207	0.2068994458
208	0.2067448685
209	0.2065783531
210	0.2064239809
211	0.2062622123
212	0.206105514
213	0.2059758046
214	0.2058472423
215	0.2057410967
216	0.205617729
217	0.2055131365
218	0.2053109268
219	0.2051210547
220	0.205015017
221	0.2048696289
222	0.2047564844
223	0.2045702122
224	0.2043844812
225	0.2042178121
226	0.204066301
227	0.2038889296
228	0.2037238053
229	0.2036068259
230	0.2034365264
231	0.2032606558
232	0.2031261746
233	0.2030278687
234	0.2028343117
235	0.2026513986
236	0.2024713554
237	0.202308606
238	0.2021511742
239	0.2020727023
240	0.2019721851
241	0.2018519435
242	0.2017535524
243	0.2015999928
244	0.201452313
245	0.2012982028
246	0.2011665384
247	0.2010464912
248	0.2009584348
249	0.200799501
250	0.2006916633
251	0.2005698989
252	0.2004703103
253	0.2003717238
254	0.2002435257
255	0.2001518234
256	0.2000233515
257	0.1999195985
258	0.1997331589
259	0.1996326718
260	0.1995294704
261	0.1994020224
262	0.1993022603
263	0.1992133999
264	0.1990397414
265	0.1988914711
266	0.1987142691
267	0.1986045543
268	0.1985107775
269	0.1983983135
270	0.1982932685
271	0.1982043344
272	0.1980817664
273	0.1979394539
274	0.1977888195
275	0.1976715635
276	0.1975992224
277	0.1975133842
278	0.1974172393
279	0.1972705884
280	0.197162589
281	0.1970421385
282	0.1969777607
283	0.1968278536
284	0.1967335341
285	0.1965934293
286	0.1965180679
287	0.1963887539
288	0.1962734574
289	0.1961663207
290	0.1960555979
291	0.1959291648
292	0.1957482128
293	0.1956444992
294	0.1954604201
295	0.1953445338
296	0.1952729671
297	0.1951620458
298	0.1950750944
299	0.1948965421
300	0.1947851634
301	0.1946854611
302	0.1945783413
303	0.1944601929
304	0.1943392923
305	0.1942124758
306	0.1940271258
307	0.1939396134
308	0.193837032
309	0.1937497843
310	0.1936377774
311	0.1935561543
312	0.1934768637
313	0.1933423071
314	0.1932412708
315	0.193174558
316	0.1930616006
317	0.1929115579
318	0.1928219964
319	0.1926591534
320	0.192535788
321	0.1923688304
322	0.1922784071
323	0.1921758682
324	0.1920529133
325	0.1919853385
326	0.1918921001
327	0.1917786119
328	0.191639597
329	0.1915625471
330	0.1914720675
331	0.1913703607
332	0.1913226965
333	0.1912366197
334	0.1911336842
335	0.1910224789
336	0.1909268503
337	0.1908460925
338	0.1907482179
339	0.1905962563
340	0.1905123814
341	0.1903947127
342	0.1902573593
343	0.1901413423
344	0.1900424815
345	0.1899334999
346	0.1897965497
347	0.1896967296
348	0.1896178781
349	0.1894892503
350	0.1894106413
351	0.1893379518
352	0.1892294634
353	0.1891167133
354	0.1890140857
355	0.1888941083
356	0.1887981801
357	0.1887286013
358	0.1886162188
359	0.1885368101
360	0.188431747
361	0.1883220934
362	0.1882304527
363	0.1881112554
364	0.1880469941
365	0.1879702556
366	0.1878844244
367	0.1877577539
368	0.1876860983
369	0.1876024035
370	0.1875457669
371	0.1874742229
372	0.1873593084
373	0.1872835598
374	0.1872075575
375	0.1870918611
376	0.1869815129
377	0.1868545745
378	0.1867840249
379	0.1867016473
380	0.1866356672
381	0.1865653218
382	0.1864961799
383	0.1864229111
384	0.186375484
385	0.1863044312
386	0.1862078502
387	0.1861225616
388	0.1860143016
389	0.185978383
390	0.1858827012
391	0.1857574239
392	0.1856661017
393	0.1855880715
394	0.185482361
395	0.1854377186
396	0.1853819144
397	0.1853195542
398	0.1852687703
399	0.1852020835
400	0.1851380737
401	0.1850541412
402	0.1849947281
403	0.1849371825
404	0.1849045453
405	0.1848164818
406	0.1847475666
407	0.1846762857
408	0.1845669561
409	0.1844790255
410	0.184363859
411	0.184297409
412	0.1842444074
413	0.1841937932
414	0.184144091
415	0.1840442986
416	0.1839511168
417	0.1838639476
418	0.1838133677
419	0.1836866107
420	0.1836319981
421	0.1835765435
422	0.1835099018
423	0.1834731564
424	0.1834177825
425	0.1833550541
426	0.1832439394
427	0.1831797654
428	0.183107868
429	0.1830349198
430	0.1830014054
431	0.1829528469
432	0.1828761028
433	0.1827980737
434	0.182729397
435	0.1827019456
436	0.1826432808
437	0.1825977178
438	0.1825130875
439	0.1824551025
440	0.1824093185
441	0.1823148357
442	0.1822283492
443	0.1821572671
444	0.1820718281
445	0.1820183548
446	0.1819734483
447	0.181920555
448	0.1818304088
449	0.181753714
450	0.1816693549
451	0.1816109311
452	0.1815616254
453	0.1814845846
454	0.1813998845
455	0.1812935401
456	0.1812372902
457	0.181188106
458	0.1810702004
459	0.1809935862
460	0.1809498612
461	0.1809074342
462	0.1808492763
463	0.1807867076
464	0.1806951064
465	0.1806704787
466	0.1805779147
467	0.1805149092
468	0.1804677033
469	0.1804009334
470	0.180325781
471	0.1802603215
472	0.180196274
473	0.1801423851
474	0.1800782518
475	0.1800309873
476	0.1799819749
477	0.17989402
478	0.1798161041
479	0.1797682274
480	0.1797090509
481	0.179642826
482	0.1795855783
483	0.1795311108
484	0.1794412116
485	0.1793900473
486	0.179323918
487	0.1792385441
488	0.1791724533
489	0.1790893911
490	0.1790109248
491	0.1789280021
492	0.1788851401
493	0.1788269597
494	0.1787615066
495	0.1787238568
496	0.1786796849
497	0.1786082916
498	0.17855962
499	0.1784828426
500	0.1784369123
501	0.1783934291
502	0.1783514171
503	0.1782093837
504	0.1781154431
505	0.1780722517
506	0.1780074721
507	0.1779409315
508	0.1778988328
509	0.177851444
510	0.177818762
511	0.1777797149
512	0.1777061439
513	0.1776111326
514	0.1775584973
515	0.1774955146
516	0.1774113609
517	0.1773659006
518	0.1773139963
519	0.1772427544
520	0.1771869109
521	0.1771450985
522	0.1770731259
523	0.1770213237
524	0.1769584467
525	0.1769107296
526	0.1768510311
527	0.1768156739
528	0.1767618192
529	0.1766971977
530	0.1766480231
531	0.1765807078
532	0.1765389482
533	0.1764739429
534	0.1764288616
535	0.1763572736
536	0.1762991391
537	0.1762636687
538	0.1762191957
539	0.1761779241
540	0.1761458697
541	0.1760898677
542	0.1760119505
543	0.1759539451
544	0.1758840046
545	0.1758130931
546	0.1757627477
547	0.1757260008
548	0.1756831221
549	0.1756167427
550	0.1755636643
551	0.1755229582
552	0.17548345
553	0.1753759958
554	0.1752936739
555	0.1752545404
556	0.1752093093
557	0.175176156
558	0.1750660077
559	0.1750182846
560	0.1749594409
561	0.1749274199
562	0.1748677415
563	0.1748059567
564	0.1747628901
565	0.1747297382
566	0.1746660656
567	0.1746292001
568	0.1745611098
569	0.1745095943
570	0.1744548959
571	0.1743888219
572	0.1743275276
573	0.1742848472
574	0.1742304063
575	0.1742009078
576	0.1741376681
577	0.1740891396
578	0.1740374969
579	0.1739832846
580	0.1739488795
581	0.1739135247
582	0.1739060752
583	0.1738361775
584	0.1737530952
585	0.17374106
586	0.1736648445
587	0.1735998047
588	0.1735570699
589	0.173514149
590	0.1734408884
591	0.1733954963
592	0.1733523577
593	0.173291765
594	0.1732509643
595	0.1731994144
596	0.1731303584
597	0.1730979381
598	0.1730484453
599	0.1730144561
600	0.1729673227
601	0.1729188362
602	0.1728826222
603	0.1728494839
604	0.1728111219
605	0.1727771322
606	0.1727133249
607	0.1726598234
608	0.1726390099
609	0.1725654935
610	0.172509062
611	0.172470471
612	0.1724360122
613	0.1723835332
614	0.1723147847
615	0.1722676658
616	0.1721781818
617	0.1721135977
618	0.1720536535
619	0.1720156039
620	0.1719522976
621	0.1719205222
622	0.1718882785
623	0.1718433337
624	0.1717906128
625	0.1717281288
626	0.1716814837
627	0.1716367744
628	0.1715998086
629	0.1715553087
630	0.1715005519
631	0.1714374386
632	0.1713965977
633	0.1713507807
634	0.1713173733
635	0.1712525549
636	0.1711924975
637	0.1711121199
638	0.1710510322
639	0.1710146851
640	0.1709725202
641	0.1709186259
642	0.1708703701
643	0.1708341456
644	0.1707990698
645	0.1707632192
646	0.1706922453
647	0.1706253182
648	0.1705618575
649	0.170525486
650	0.1704963815
651	0.1704591429
652	0.1704098894
653	0.1703626529
654	0.1703174642
655	0.1702781496
656	0.170236156
657	0.170192976
658	0.1701374913
659	0.170101095
660	0.1700448097
661	0.1700119738
662	0.1699700966
663	0.1699217454
664	0.1698509571
665	0.1697694526
666	0.1697226438
667	0.1696718604
668	0.1696192175
669	0.16956945
670	0.169509056
671	0.169468532
672	0.1694200455
673	0.1693618417
674	0.1693233431
675	0.1692971831
676	0.1692788967
677	0.169229218
678	0.1691615958
679	0.1691257306
680	0.1690747673
681	0.1690262618
682	0.1689724724
683	0.1689492194
684	0.1689297381
685	0.168896276
686	0.1688657266
687	0.1688337521
688	0.1688047836
689	0.1687381913
690	0.1686814262
691	0.1686181903
692	0.168574466
693	0.1685382886
694	0.1684960974
695	0.168445629
696	0.1684221026
697	0.1683589252
698	0.1682940026
699	0.168262004
700	0.1682339816
701	0.1682018917
702	0.1681590905
703	0.1681201091
704	0.1680829176
705	0.1680500353
706	0.1680024714
707	0.1679727815
708	0.1679380216
709	0.1678900731
710	0.1678219361
711	0.167809883
712	0.1677504382
713	0.1677177912
714	0.1676576032
715	0.1675870847
716	0.1675224043
717	0.167479853
718	0.16744065
719	0.167386962
720	0.1673707922
721	0.1673378421
722	0.1672759937
723	0.1672117937
724	0.1671589695
725	0.1671270195
726	0.1671029955
727	0.1670535468
728	0.1669997367
729	0.166968968
730	0.1669275972
731	0.1668832535
732	0.1668439745
733	0.1667869426
734	0.1667376387
735	0.1667056715
736	0.1666689342
737	0.166597747
738	0.166541195
739	0.1665105776
740	0.1664521298
741	0.1664045072
742	0.1663242845
743	0.1662609082
744	0.1662133331
745	0.1661695466
746	0.1661230657
747	0.1660667608
748	0.1660437694
749	0.1660226515
750	0.1659801649
751	0.1659169528
752	0.1658899832
753	0.1658428484
754	0.1658051231
755	0.1657369642
756	0.1656773291
757	0.1656360114
758	0.1655865131
759	0.165577466
760	0.1655420543
761	0.1655327154
762	0.1654914616
763	0.165449422
764	0.1653948324
765	0.1653078161
766	0.1652514689
767	0.1652042845
768	0.1651553233
769	0.1651244394
770	0.1650839926
771	0.165014268
772	0.1649569434
773	0.1649078879
774	0.1648742326
775	0.1648383124
776	0.1647892734
777	0.1646969899
778	0.1646338586
779	0.1646095507
780	0.1645723838
781	0.164535739
782	0.1645084266
783	0.1644547806
784	0.1644036018
785	0.1643705704
786	0.1643014849
787	0.1642534395
788	0.1642215712
789	0.1641747526
790	0.1641289811
791	0.1641212695
792	0.1640669649
793	0.1640200487
794	0.1639682362
795	0.1639344573
796	0.1639137064
797	0.1638860159
798	0.1638463311
799	0.1638014893
800	0.1637929376
801	0.1637559332
802	0.1637247631
803	0.1636751312
804	0.1636680398
805	0.1636253459
806	0.1635977625
807	0.1635577219
808	0.1635142513
809	0.163468022
810	0.1634593819
811	0.1634144082
812	0.1633862536
813	0.1633511796
814	0.163284647
815	0.1632401413
816	0.1632157137
817	0.1631700013
818	0.1631505287
819	0.1631197552
820	0.1630721154
821	0.1630410753
822	0.1630076828
823	0.1629682264
824	0.1629426539
825	0.16290579
826	0.1628925871
827	0.1628781685
828	0.1628371992
829	0.1627873476
830	0.1627451943
831	0.1627127304
832	0.1626523457
833	0.1626081563
834	0.1625618969
835	0.1625279453
836	0.1624891454
837	0.1624539526
838	0.1624314349
839	0.1623808433
840	0.162374687
841	0.1623234365
842	0.1622816382
843	0.1622516276
844	0.1622295893
845	0.1622223965
846	0.1621950935
847	0.162187541
848	0.1621553404
849	0.162103879
850	0.1620589823
851	0.1620345311
852	0.1620243522
853	0.1619751821
854	0.1619241824
855	0.1619155994
856	0.1618772082
857	0.1618716178
858	0.1618366797
859	0.1618019547
860	0.1617552782
861	0.1617076976
862	0.1616566366
863	0.1615969057
864	0.161587412
865	0.1615535581
866	0.1615067821
867	0.1614381939
868	0.1613822561
869	0.1613327221
870	0.1612824605
871	0.1612292716
872	0.1611876012
873	0.1611570004
874	0.1610989485
875	0.1610463189
876	0.1610122805
877	0.1609678062
878	0.1609402402
879	0.1608911215
880	0.1608573803
881	0.160825716
882	0.1608033695
883	0.1607712206
884	0.1607238661
885	0.1606983073
886	0.1606735047
887	0.1606176551
888	0.1605821964
889	0.1605189453
890	0.1604867197
891	0.1604583214
892	0.1604458034
893	0.160385966
894	0.1603591815
895	0.1603330153
896	0.1602847278
897	0.1602257597
898	0.1601359986
899	0.1600959311
900	0.1600400798
901	0.1600235477
902	0.1599629327
903	0.1599261214
904	0.1598855807
905	0.1598195678
906	0.1597916876
907	0.1597719026
908	0.1597585266
909	0.1597361655
910	0.1597018691
911	0.1596776201
912	0.1596544895
913	0.159591691
914	0.159558927
915	0.1595217532
916	0.1594904644
917	0.1594486528
918	0.1594308922
919	0.1593739518
920	0.159339672
921	0.1593088918
922	0.1592916339
923	0.1592643919
924	0.1592483009
925	0.1592025335
926	0.1591485095
927	0.1591111148
928	0.1590603675
929	0.1590134208
930	0.158989126
931	0.1589588358
932	0.1589199954
933	0.1588917786
934	0.1588680681
935	0.158830194
936	0.1587971484
937	0.1587510931
938	0.1587043676
939	0.158656212
940	0.1586350493
941	0.1585966987
942	0.1585922685
943	0.1585423115
944	0.1585115005
945	0.1585012905
946	0.1584597886
947	0.1583986852
948	0.1583597845
949	0.1582978013
950	0.1582730888
951	0.1582207854
952	0.1581841078
953	0.1581612666
954	0.1581187523
955	0.1580835242
956	0.1580619279
957	0.1580359402
958	0.1580060359
959	0.1579738315
960	0.1579457657
961	0.157906643
962	0.157859052
963	0.1578072649
964	0.1577777971
965	0.1577639166
966	0.157706378
967	0.1576707635
968	0.1576404913
969	0.1575892191
970	0.1575401224
971	0.1575216585
972	0.1575044677
973	0.1574759666
974	0.1574336761
975	0.1574068588
976	0.1573693238
977	0.1573369481
978	0.1572956597
979	0.1572499562
980	0.1572254969
981	0.1571912666
982	0.157149082
983	0.1571200964
984	0.157077571
985	0.1570122975
986	0.1569611177
987	0.1569344217
988	0.1569238746
989	0.1568935489
990	0.1568502998
991	0.1567689701
992	0.1567321523
993	0.1567166509
994	0.1566803693
995	0.1566323719
996	0.1565901664
997	0.1565595494
998	0.1565304676
999	0.1565011097
